
==============================================================================================================
RUST FUNCTION/METHOD NAMING CONVENTION ANALYSIS - FULL TABLE
==============================================================================================================

==============================================================================================================
File                                                        Pascal      camel      snake      Other Status    
📁 src/Chap18/ArraySeqStEph.rs
   camelCase (4 functions):
      Line 159: isEmpty
      Line 162: isSingleton
      Line 259: isEmpty
      Line 261: isSingleton
   snake_case (45 functions):
      Line 22: from_vec
      Line 30: empty
      Line 32: singleton
      Line 34: length
      Line 36: nth
      Line 41: subseq
      Line 48: set
      Line 57: update
      Line 62: inject
      Line 120: set
      ... and 35 more

📁 src/Chap18/ArraySeqStPer.rs
   camelCase (4 functions):
      Line 119: isEmpty
      Line 122: isSingleton
      Line 224: isEmpty
      Line 226: isSingleton
   snake_case (40 functions):
      Line 21: from_vec
      Line 27: empty
      Line 28: singleton
      Line 29: length
      Line 30: nth
      Line 31: subseq_copy
      Line 86: length
      Line 89: nth
      Line 92: empty
      Line 95: singleton
      ... and 30 more

📁 src/Chap18/LinkedListStEph.rs
   camelCase (2 functions):
      Line 245: iteratePrefixes
      Line 391: iteratePrefixes
   snake_case (49 functions):
      Line 26: empty
      Line 35: singleton
      Line 37: from_vec
      Line 46: length
      Line 48: nth
      Line 54: set
      Line 64: subseq_copy
      Line 94: node_at
      Line 110: node_at_mut
      Line 191: set
      ... and 39 more

📁 src/Chap18/LinkedListStPer.rs
   camelCase (2 functions):
      Line 75: iteratePrefixes
      Line 290: iteratePrefixes
   snake_case (45 functions):
      Line 33: empty
      Line 36: singleton
      Line 39: length
      Line 42: nth
      Line 45: subseq_copy
      Line 48: tabulate
      Line 51: map
      Line 54: append
      Line 57: select
      Line 60: filter
      ... and 35 more

📁 src/Chap19/ArraySeqMtEph.rs
   camelCase (4 functions):
      Line 56: isEmpty
      Line 58: isSingleton
      Line 279: isEmpty
      Line 284: isSingleton
   snake_case (34 functions):
      Line 20: empty
      Line 22: singleton
      Line 24: length
      Line 26: nth_cloned
      Line 28: subseq_copy
      Line 31: tabulate
      Line 33: map
      Line 38: select
      Line 40: append
      Line 42: append_select
      ... and 24 more

📁 src/Chap19/ArraySeqMtEphSlice.rs
   camelCase (4 functions):
      Line 52: isEmpty
      Line 54: isSingleton
      Line 162: isEmpty
      Line 164: isSingleton
   snake_case (55 functions):
      Line 25: len
      Line 42: length
      Line 44: nth_cloned
      Line 46: empty
      Line 48: update
      Line 50: singleton
      Line 56: subseq_copy
      Line 58: slice
      Line 60: tabulate
      Line 62: map
      ... and 45 more

📁 src/Chap19/ArraySeqMtPer.rs
   camelCase (8 functions):
      Line 50: iteratePrefixes
      Line 73: atomicWrite
      Line 79: isEmpty
      Line 80: isSingleton
      Line 208: iteratePrefixes
      Line 277: atomicWrite
      Line 285: isEmpty
      Line 290: isSingleton
   snake_case (40 functions):
      Line 20: empty
      Line 22: singleton
      Line 24: length
      Line 26: nth
      Line 28: subseq_copy
      Line 31: tabulate
      Line 33: map
      Line 40: append
      Line 42: filter
      Line 44: update_single
      ... and 30 more

📁 src/Chap19/ArraySeqStEph.rs
   camelCase (4 functions):
      Line 58: isEmpty
      Line 60: isSingleton
      Line 220: isEmpty
      Line 225: isSingleton
   snake_case (36 functions):
      Line 18: empty
      Line 20: singleton
      Line 22: length
      Line 24: nth
      Line 26: subseq_copy
      Line 30: tabulate
      Line 33: map
      Line 36: select
      Line 39: append
      Line 42: append_select
      ... and 26 more

📁 src/Chap19/ArraySeqStPer.rs
   camelCase (4 functions):
      Line 62: isEmpty
      Line 64: isSingleton
      Line 217: isEmpty
      Line 222: isSingleton
   snake_case (38 functions):
      Line 18: empty
      Line 20: singleton
      Line 22: length
      Line 24: nth
      Line 26: subseq_copy
      Line 30: tabulate
      Line 33: map
      Line 36: select
      Line 39: append
      Line 42: append_select
      ... and 28 more

📁 src/Chap37/AVLTreeSeq.rs
   camelCase (4 functions):
      Line 78: isEmpty
      Line 79: isSingleton
      Line 239: isEmpty
      Line 241: isSingleton
   snake_case (53 functions):
      Line 54: empty
      Line 62: length
      Line 66: nth
      Line 70: set
      Line 74: singleton
      Line 83: subseq_copy
      Line 86: new_root
      Line 87: update
      Line 88: from_vec
      Line 89: to_arrayseq
      ... and 43 more

📁 src/Chap37/AVLTreeSeqMtPer.rs
   camelCase (4 functions):
      Line 156: isEmpty
      Line 158: isSingleton
      Line 182: isEmpty
      Line 183: isSingleton
   snake_case (27 functions):
      Line 23: height
      Line 24: size
      Line 26: mk
      Line 39: rotate_right
      Line 46: rotate_left
      Line 53: rebalance
      Line 75: nth_ref
      Line 90: set_rec
      Line 114: inorder_collect
      Line 122: build_balanced_from_slice
      ... and 17 more

📁 src/Chap37/AVLTreeSeqStEph.rs
   camelCase (4 functions):
      Line 58: isEmpty
      Line 60: isSingleton
      Line 175: isEmpty
      Line 177: isSingleton
   snake_case (46 functions):
      Line 46: empty
      Line 50: length
      Line 52: nth
      Line 54: set
      Line 56: singleton
      Line 62: subseq_copy
      Line 63: new_root
      Line 64: update
      Line 65: from_vec
      Line 66: to_arrayseq
      ... and 36 more

📁 src/Chap37/AVLTreeSeqStPer.rs
   camelCase (4 functions):
      Line 157: isEmpty
      Line 159: isSingleton
      Line 185: isEmpty
      Line 186: isSingleton
   snake_case (31 functions):
      Line 23: height
      Line 24: size
      Line 26: mk
      Line 39: rotate_right
      Line 46: rotate_left
      Line 53: rebalance
      Line 75: nth_ref
      Line 90: set_rec
      Line 115: inorder_collect
      Line 123: build_balanced_from_slice
      ... and 21 more

📁 src/Chap47clean/ParaHashTableStEph.rs
   camelCase (2 functions):
      Line 46: createTable
      Line 76: loadAndSize
   snake_case (7 functions):
      Line 37: insert
      Line 38: lookup
      Line 39: delete
      Line 60: insert
      Line 64: lookup
      Line 68: delete
      Line 71: metrics

📁 src/Types.rs
   PascalCase (1 functions):
      Line 302: ArraySeqSetEq
   snake_case (26 functions):
      Line 80: clone_mt
      Line 81: new_mt
      Line 147: clone_mt
      Line 151: new_mt
      Line 156: clone_mt
      Line 157: new_mt
      Line 163: clone_mt
      Line 164: new_mt
      Line 169: clone_mt
      Line 170: new_mt
      ... and 16 more

==============================================================================================================
SUMMARY
==============================================================================================================
Total files analyzed: 262
Total functions/methods: 4795

PascalCase functions:       115  (2.4%)
camelCase functions:         99  (2.1%)
snake_case functions:      4581  (95.5%)
Other naming:                18

Files with PascalCase only:     0
Files with camelCase only:      1
Files with snake_case only:   232
Files with MIXED naming:       29  ⚠️
==============================================================================================================

